Gene1	Gene2	EdgeWeight
UGR	UGR	37.213507319586
SRY	UGR	30.2426728644561
WT1mKTS	UGR	27.986129522465
CBX2	UGR	27.330601823123605
NR0B1	UGR	26.136169460266
GATA4	UGR	24.4842124155191
WNT4	UGR	23.386016058575397
UGR	CBX2	23.282708632648802
CBX2	CBX2	21.038521455761302
CTNNB1	UGR	16.8878068191572
SRY	CBX2	16.2722869324491
NR0B1	CBX2	14.9829992483616
WT1mKTS	CBX2	14.823677950300901
WNT4	CBX2	14.654050770304101
RSPO1	UGR	14.4719214037426
UGR	SRY	14.283883612786902
GATA4	CBX2	13.9902981822863
SRY	SRY	12.920650722291901
SRY	WNT4	11.8084787411547
CTNNB1	NR0B1	11.152928798203302
UGR	WNT4	11.0809937557956
SRY	NR0B1	10.9134617080779
WT1pKTS	UGR	10.5024891155017
RSPO1	NR0B1	10.4667010902296
CBX2	SRY	10.416955055179
UGR	CTNNB1	10.2102123680661
CTNNB1	WNT4	10.1830811132144
FOXL2	UGR	10.157955960333
WNT4	SRY	9.936174531479391
NR0B1	NR0B1	9.77703453631232
WNT4	WNT4	9.57861747019744
NR0B1	SRY	9.57271338146384
CTNNB1	CTNNB1	9.511665087874428
GATA4	SRY	8.87271310264468
SRY	CTNNB1	8.594067151887161
NR5A1	NR0B1	8.49206971916399
NR0B1	WNT4	8.30412358680329
WT1mKTS	SRY	8.16950092735811
RSPO1	WNT4	8.15481069739572
FOXL2	CBX2	7.998960063396879
SRY	WT1pKTS	7.85557185848606
UGR	WT1pKTS	7.820799147973571
NR5A1	GATA4	7.54065152153839
RSPO1	CTNNB1	7.34877797461228
UGR	NR0B1	7.2751914261437
GATA4	CTNNB1	7.0974562607325495
NR5A1	WNT4	7.0820811796935095
NR0B1	CTNNB1	7.061935931403379
WT1mKTS	WNT4	6.727503639899569
CTNNB1	CBX2	6.636935395860861
CTNNB1	WT1pKTS	6.51845208930545
WT1mKTS	CTNNB1	6.5038459964831
RSPO1	CBX2	6.314189028266241
CTNNB1	DMRT1	6.287662929621639
RSPO1	WT1pKTS	6.221748492961639
WNT4	CTNNB1	5.990050833648599
WT1mKTS	WT1mKTS	5.920959805378059
GATA4	WNT4	5.84816684979258
WT1mKTS	NR0B1	5.74905615911322
CTNNB1	GATA4	5.70416134972831
WT1pKTS	CTNNB1	5.69475835858284
UGR	AMH	5.52128262280983
CTNNB1	FOXL2	5.512011086811861
CBX2	WT1mKTS	5.4062720530898
NR5A1	DMRT1	5.3422417616983395
FOXL2	SRY	5.31293377990051
NR0B1	WT1mKTS	5.2887004717506
NR0B1	WT1pKTS	5.26076368786034
CBX2	GATA4	5.11516240447613
SRY	DMRT1	5.1006206232973
RSPO1	RSPO1	4.89951210075031
NR5A1	FOXL2	4.80677928999079
NR5A1	RSPO1	4.6924545691557995
RSPO1	DMRT1	4.659449985151549
WT1pKTS	CBX2	4.62342503862822
UGR	WT1mKTS	4.51703951033738
RSPO1	SRY	4.4697508925045
NR5A1	WT1pKTS	4.424621096841241
WNT4	WT1pKTS	4.29568639878154
WT1pKTS	RSPO1	4.24598729064659
RSPO1	GATA4	4.21747792364942
WNT4	WT1mKTS	4.21594440865008
SRY	FOXL2	4.17074285680062
SRY	AMH	4.15654878895089
WT1mKTS	WT1pKTS	4.11062948424084
SRY	GATA4	4.10362076674924
CBX2	AMH	4.02376926308812
SRY	RSPO1	3.9637465814223303
RSPO1	FOXL2	3.9517045150982404
CTNNB1	DKK1	3.8724464719716094
WNT4	NR0B1	3.79978913157111
CBX2	CTNNB1	3.76506415338945
NR0B1	AMH	3.7534017259069596
SRY	NR5A1	3.66692295055505
CTNNB1	SRY	3.6018653050208997
WT1mKTS	AMH	3.5935587197309906
NR5A1	DKK1	3.54551219601975
WNT4	AMH	3.5119639677522896
FOXL2	WNT4	3.27865301420925
WT1pKTS	SRY	3.2763883175929998
UGR	DMRT1	3.24492280845154
GATA4	WT1pKTS	3.1343587408285805
CTNNB1	RSPO1	3.13003515142267
RSPO1	DKK1	3.11910127713945
NR5A1	WT1mKTS	3.0470347185139706
GATA4	AMH	3.0150324322007203
NR0B1	RSPO1	2.9120412431248903
SRY	FGF9	2.8563390281079704
NR0B1	NR5A1	2.8184736370809595
UGR	FGF9	2.73554770879417
FOXL2	RSPO1	2.72164123756723
CTNNB1	NR5A1	2.72162085066857
CBX2	WNT4	2.68170457852119
WT1pKTS	GATA4	2.5829221317881
SRY	DKK1	2.5755073346213098
CTNNB1	FGF9	2.5553732804492
GATA4	WT1mKTS	2.47704332511957
GATA4	NR0B1	2.43745611389817
CTNNB1	SOX9	2.41936831416435
CTNNB1	WT1mKTS	2.3567552732799504
WT1pKTS	WT1mKTS	2.29487369054948
NR0B1	DMRT1	2.28512967424468
CBX2	FOXL2	2.28334836097432
WT1pKTS	WT1pKTS	2.2589591858686404
FOXL2	WT1pKTS	2.13727044697873
WNT4	GATA4	2.10784165070298
RSPO1	WT1mKTS	2.06000970770199
FOXL2	NR0B1	1.9857013341712901
NR0B1	FGF9	1.9747887870238798
RSPO1	NR5A1	1.96669348366025
FOXL2	FOXL2	1.96265499891765
SRY	WT1mKTS	1.95605793398601
CTNNB1	AMH	1.93487873992401
FOXL2	AMH	1.92260520495805
WT1mKTS	FGF9	1.89759793840663
UGR	FOXL2	1.88958927179757
CBX2	WT1pKTS	1.8876268926862902
NR5A1	CBX2	1.88250235646745
UGR	NR5A1	1.8747209818605601
CBX2	DKK1	1.8711073429308602
NR5A1	DHH	1.8616539689924199
CBX2	NR0B1	1.84896856999249
NR0B1	GATA4	1.82910445422309
RSPO1	FGF9	1.80545409929851
NR5A1	CTNNB1	1.73913738435131
WNT4	DMRT1	1.67121143957807
CBX2	DMRT1	1.5788044575433897
SRY	SOX9	1.56982810578534
WT1mKTS	DMRT1	1.5547812107026597
UGR	SOX9	1.53746002527456
RSPO1	SOX9	1.53218181105699
DKK1	UGR	1.5191211687980601
GATA4	RSPO1	1.5108912883225802
CBX2	DHH	1.47121364838548
WNT4	NR5A1	1.45960335167853
WT1pKTS	NR5A1	1.45712883435947
WNT4	RSPO1	1.43360790060637
NR5A1	SRY	1.42830012737748
WNT4	FGF9	1.36185671909751
WT1mKTS	GATA4	1.35941423901631
CBX2	RSPO1	1.34007959901071
NR5A1	FGF9	1.33534524848601
WT1mKTS	FOXL2	1.32248216669696
GATA4	FGF9	1.2677891563538102
UGR	RSPO1	1.24184875324038
WT1pKTS	FOXL2	1.22573324692933
RSPO1	AMH	1.22163368789942
DMRT1	UGR	1.20876062197057
DMRT1	DMRT1	1.1528083302271201
NR0B1	FOXL2	1.13565699577454
CBX2	NR5A1	1.08752133782049
CTNNB1	DHH	1.06384588982547
WT1pKTS	DHH	1.02560715813053
WT1mKTS	SOX9	0.9498279363937541
DKK1	CBX2	0.906822106539807
GATA4	FOXL2	0.9046341071805408
CBX2	FGF9	0.877839333403323
UGR	DKK1	0.8681446051614209
FOXL2	CTNNB1	0.8623473859148951
FOXL2	NR5A1	0.8274375186349879
DKK1	DMRT1	0.824741564307902
WT1pKTS	SOX9	0.8105506106851509
NR0B1	SOX9	0.8061357575454201
GATA4	DMRT1	0.792869495021982
NR0B1	DKK1	0.783057165138143
RSPO1	DHH	0.7661861769995741
GATA4	SOX9	0.7488562421909221
SOX9	UGR	0.746384769211341
UGR	DHH	0.7365226795937561
DMRT1	WNT4	0.7332827737617521
DMRT1	DKK1	0.7288101677737979
NR5A1	SOX9	0.7278402427052539
DKK1	WNT4	0.6909731025666401
WNT4	FOXL2	0.6865997110862321
GATA4	DHH	0.686303044993221
WT1pKTS	NR0B1	0.672765942971215
DKK1	DKK1	0.658329414228905
SRY	DHH	0.655403122682058
WT1mKTS	DKK1	0.624417555376709
DMRT1	CBX2	0.6223404174495911
CBX2	PGD2	0.5999604172036279
UGR	PGD2	0.596323752219187
WT1mKTS	DHH	0.55993537292686
GATA4	GATA4	0.545005020301185
SOX9	CBX2	0.537096551222365
WT1mKTS	NR5A1	0.517173356095837
WNT4	PGD2	0.510982988138553
FOXL2	PGD2	0.482709886292926
FOXL2	SOX9	0.471792934738885
GATA4	PGD2	0.455867928959374
DKK1	WT1pKTS	0.442955690071727
NR0B1	PGD2	0.440458709093267
WT1pKTS	DMRT1	0.434713133237349
FOXL2	GATA4	0.420081946101999
FOXL2	FGF9	0.419372913156491
WT1pKTS	FGF9	0.41448470121154296
SOX9	WNT4	0.41340618364173903
SOX9	RSPO1	0.41318382513521795
DMRT1	WT1pKTS	0.4034592465751629
CBX2	SOX9	0.40113920581897294
DKK1	SRY	0.39637806414728
FOXL2	DKK1	0.38249257356615995
WT1pKTS	WNT4	0.37828575106034995
WT1mKTS	PGD2	0.37080528827199294
SOX9	SOX9	0.36130898262895
SOX9	DMRT1	0.353529638873123
DMRT1	SRY	0.34447081271983604
DHH	UGR	0.336542690351118
PGD2	UGR	0.32505537516904903
UGR	GATA4	0.317629385930021
DMRT1	GATA4	0.307425903280836
DKK1	NR0B1	0.30701951538539
DMRT1	FGF9	0.300042804391165
NR5A1	PGD2	0.29902791770379605
SRY	PGD2	0.29786893419030297
DKK1	RSPO1	0.28084349431547695
WNT4	DHH	0.27032101605417796
DKK1	FGF9	0.26385501994844396
SOX9	SRY	0.258991954333921
FOXL2	DMRT1	0.257519117018107
SOX9	DKK1	0.23949776365972197
PGD2	CBX2	0.235213636492191
SOX9	CTNNB1	0.230148892259885
DKK1	FOXL2	0.229618116669852
WT1pKTS	AMH	0.22164523765844601
FGF9	DMRT1	0.214646037622525
SOX9	WT1pKTS	0.211514651446203
SOX9	WT1mKTS	0.20764724540572402
GATA4	DKK1	0.205197507027986
DMRT1	FOXL2	0.204263622682668
SOX9	NR5A1	0.19641550905272898
DMRT1	CTNNB1	0.18664552923213396
PGD2	CTNNB1	0.18376579039267604
DKK1	AMH	0.17491657978478
DKK1	CTNNB1	0.17455143649641197
AMH	WT1pKTS	0.172815553151232
DKK1	WT1mKTS	0.172227947913424
DMRT1	DHH	0.169086254972042
PGD2	WNT4	0.164000806525706
FGF9	DKK1	0.16315439049904198
DHH	CBX2	0.162424001162427
AMH	DMRT1	0.152390471307708
CTNNB1	PGD2	0.152006953394556
AMH	AMH	0.149862795017922
