"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Reactome_2016.1","Peptide chain elongation_Homo sapiens_R-HSA-156902","24/84",6.16023825722364e-53,9.42516453355217e-50,0,0,184.331797235023,22160.1648799569,"RPS9;RPL3;RPL10;RPLP1;RPL12;RPL11;RPS6;RPL13A;RPS3A;RPL10A;RPL6;RPS4X;EEF1A1;RPS14;RPS15A;RPS19;RPL18A;RPS18;RPL27A;RPL13;RPL15;RPL26;RPL28;RPS12"
"Reactome_2016.2","Eukaryotic Translation Elongation_Homo sapiens_R-HSA-156842","24/89",3.09099558680764e-52,2.36461162390784e-49,0,0,173.976078289235,20634.5948416609,"RPS9;RPL3;RPL10;RPLP1;RPL12;RPL11;RPS6;RPL13A;RPS3A;RPL10A;RPL6;RPS4X;EEF1A1;RPS14;RPS15A;RPS19;RPL18A;RPS18;RPL27A;RPL13;RPL15;RPL26;RPL28;RPS12"
"Reactome_2016.3","Viral mRNA Translation_Homo sapiens_R-HSA-192823","23/84",6.03738102388917e-50,3.07906432218348e-47,0,0,176.651305683564,20020.119352945,"RPS9;RPL3;RPL10;RPLP1;RPL12;RPL11;RPS6;RPL13A;RPS3A;RPL10A;RPL6;RPS4X;RPS14;RPS15A;RPS19;RPL18A;RPS18;RPL27A;RPL13;RPL15;RPL26;RPL28;RPS12"
"Reactome_2016.5","Eukaryotic Translation Termination_Homo sapiens_R-HSA-72764","23/87",1.53431666691922e-49,4.69500900077282e-47,0,0,170.559881349648,19170.6892264522,"RPS9;RPL3;RPL10;RPLP1;RPL12;RPL11;RPS6;RPL13A;RPS3A;RPL10A;RPL6;RPS4X;RPS14;RPS15A;RPS19;RPL18A;RPS18;RPL27A;RPL13;RPL15;RPL26;RPL28;RPS12"
"Reactome_2016.4","Selenocysteine synthesis_Homo sapiens_R-HSA-2408557","23/87",1.53431666691922e-49,5.86876125096603e-47,0,0,170.559881349648,19170.6892264522,"RPS9;RPL3;RPL10;RPLP1;RPL12;RPL11;RPS6;RPL13A;RPS3A;RPL10A;RPL6;RPS4X;RPS14;RPS15A;RPS19;RPL18A;RPS18;RPL27A;RPL13;RPL15;RPL26;RPL28;RPS12"
"Reactome_2016.6","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)_Homo sapiens_R-HSA-975956","23/89",2.7991351258485e-49,7.13779457091368e-47,0,0,166.727075027184,18639.6466736494,"RPS9;RPL3;RPL10;RPLP1;RPL12;RPL11;RPS6;RPL13A;RPS3A;RPL10A;RPL6;RPS4X;RPS14;RPS15A;RPS19;RPL18A;RPS18;RPL27A;RPL13;RPL15;RPL26;RPL28;RPS12"
"Reactome_2016.7","Formation of a pool of free 40S subunits_Homo sapiens_R-HSA-72689","23/96",2.04257074045149e-48,4.46447604698683e-46,0,0,154.569892473118,16973.3006148738,"RPS9;RPL3;RPL10;RPLP1;RPL12;RPL11;RPS6;RPL13A;RPS3A;RPL10A;RPL6;RPS4X;RPS14;RPS15A;RPS19;RPL18A;RPS18;RPL27A;RPL13;RPL15;RPL26;RPL28;RPS12"
"Reactome_2016.11","3' -UTR-mediated translational regulation_Homo sapiens_R-HSA-157279","23/106",2.66534649402297e-47,3.70725466895923e-45,0,0,139.987827145466,15012.4577115995,"RPS9;RPL3;RPL10;RPLP1;RPL12;RPL11;RPS6;RPL13A;RPS3A;RPL10A;RPL6;RPS4X;RPS14;RPS15A;RPS19;RPL18A;RPS18;RPL27A;RPL13;RPL15;RPL26;RPL28;RPS12"
"Reactome_2016.13","GTP hydrolysis and joining of the 60S ribosomal subunit_Homo sapiens_R-HSA-72706","23/107",3.39391938142605e-47,3.99438204121682e-45,0,0,138.679529695508,14838.6422732675,"RPS9;RPL3;RPL10;RPLP1;RPL12;RPL11;RPS6;RPL13A;RPS3A;RPL10A;RPL6;RPS4X;RPS14;RPS15A;RPS19;RPL18A;RPS18;RPL27A;RPL13;RPL15;RPL26;RPL28;RPS12"
"Reactome_2016.10","L13a-mediated translational silencing of Ceruloplasmin expression_Homo sapiens_R-HSA-156827","23/106",2.66534649402297e-47,4.07798013585515e-45,0,0,139.987827145466,15012.4577115995,"RPS9;RPL3;RPL10;RPLP1;RPL12;RPL11;RPS6;RPL13A;RPS3A;RPL10A;RPL6;RPS4X;RPS14;RPS15A;RPS19;RPL18A;RPS18;RPL27A;RPL13;RPL15;RPL26;RPL28;RPS12"
"Reactome_2016.12","SRP-dependent cotranslational protein targeting to membrane_Homo sapiens_R-HSA-1799339","23/107",3.39391938142605e-47,4.32724721131822e-45,0,0,138.679529695508,14838.6422732675,"RPS9;RPL3;RPL10;RPLP1;RPL12;RPL11;RPS6;RPL13A;RPS3A;RPL10A;RPL6;RPS4X;RPS14;RPS15A;RPS19;RPL18A;RPS18;RPL27A;RPL13;RPL15;RPL26;RPL28;RPS12"
"Reactome_2016.9","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)_Homo sapiens_R-HSA-975957","23/106",2.66534649402297e-47,4.53108903983906e-45,0,0,139.987827145466,15012.4577115995,"RPS9;RPL3;RPL10;RPLP1;RPL12;RPL11;RPS6;RPL13A;RPS3A;RPL10A;RPL6;RPS4X;RPS14;RPS15A;RPS19;RPL18A;RPS18;RPL27A;RPL13;RPL15;RPL26;RPL28;RPS12"
"Reactome_2016.8","Nonsense-Mediated Decay (NMD)_Homo sapiens_R-HSA-927802","23/106",2.66534649402297e-47,5.09747516981894e-45,0,0,139.987827145466,15012.4577115995,"RPS9;RPL3;RPL10;RPLP1;RPL12;RPL11;RPS6;RPL13A;RPS3A;RPL10A;RPL6;RPS4X;RPS14;RPS15A;RPS19;RPL18A;RPS18;RPL27A;RPL13;RPL15;RPL26;RPL28;RPS12"
"Reactome_2016.14","Selenoamino acid metabolism_Homo sapiens_R-HSA-2408522","23/111",8.70402535895535e-47,9.51225628514407e-45,0,0,133.68206916594,14178.0146273987,"RPS9;RPL3;RPL10;RPLP1;RPL12;RPL11;RPS6;RPL13A;RPS3A;RPL10A;RPL6;RPS4X;RPS14;RPS15A;RPS19;RPL18A;RPS18;RPL27A;RPL13;RPL15;RPL26;RPL28;RPS12"
"Reactome_2016.16","Eukaryotic Translation Initiation_Homo sapiens_R-HSA-72613","23/114",1.72097738657555e-46,1.64568462591287e-44,0,0,130.164119977363,13716.1771573657,"RPS9;RPL3;RPL10;RPLP1;RPL12;RPL11;RPS6;RPL13A;RPS3A;RPL10A;RPL6;RPS4X;RPS14;RPS15A;RPS19;RPL18A;RPS18;RPL27A;RPL13;RPL15;RPL26;RPL28;RPS12"
