"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"BioPlanet_2019.1","Electron transport chain","12/105",2.2235859375066e-18,3.35761476563497e-15,0,0,54.421768707483,2212.10397246349,"NDUFB9;COX7B;NDUFA4;ATPIF1;ND1;COX6A1;COX6C;COX7C;ATP5G1;COX6B1;ATP5J2;ND4"
"KEGG_2019_Mouse.1","Oxidative phosphorylation","11/134",2.8841672837061e-15,8.73902686962947e-13,0,0,39.09026297086,1308.72402951039,"NDUFB9;COX7B;NDUFA4;ND1;COX6A1;COX6C;COX7C;ATP5G1;COX6B1;ATP5J2;ND4"
"KEGG_2019_Mouse.2","Parkinson disease","11/144",6.46695462372041e-15,9.79743625493642e-13,0,0,36.3756613756614,1188.46819437717,"NDUFB9;COX7B;UBB;NDUFA4;ND1;COX6A1;COX6C;COX7C;ATP5G1;COX6B1;ND4"
"BioPlanet_2019.2","Parkinson's disease","11/131",2.2356226533697e-15,1.68789510329412e-12,0,0,39.9854598327881,1348.87976280939,"NDUFB9;COX7B;UBB;NDUFA4;ND1;COX6A1;COX6C;COX7C;ATP5G1;COX6B1;ND4"
"BioPlanet_2019.3","Oxidative phosphorylation","11/136",3.40661072893977e-15,1.71466073356635e-12,0,0,38.515406162465,1283.06597937381,"NDUFB9;COX7B;NDUFA4;ND1;COX6A1;COX6C;COX7C;ATP5G1;COX6B1;ATP5J2;ND4"
"KEGG_2019_Mouse.3","Thermogenesis","12/231",3.44579792437204e-14,3.48025590361576e-12,0,0,24.7371675943105,766.828343999141,"NDUFB9;COX7B;NDUFA4;ND1;COX6A1;COX6C;COX7C;ATP5G1;ACTB;COX6B1;ATP5J2;ND4"
"KEGG_2019_Mouse.4","Alzheimer disease","11/175",5.67097568667752e-14,4.29576408265822e-12,0,0,29.9319727891157,912.950017203317,"NDUFB9;PPP3CA;COX7B;NDUFA4;ATP2A2;COX6A1;COX6C;COX7C;ATP5G1;CALM2;COX6B1"
"BioPlanet_2019.4","Alzheimer's disease","11/169",3.85180288493486e-14,1.45405558906291e-11,0,0,30.9946463792618,957.351788660691,"NDUFB9;PPP3CA;COX7B;NDUFA4;ATP2A2;COX6A1;COX6C;COX7C;ATP5G1;CALM2;COX6B1"
"BioPlanet_2019.5","Respiratory electron transport, ATP biosynthesis by chemiosmotic coupling, and heat production by uncoupling proteins","9/81",7.41699034405374e-14,2.23993108390423e-11,0,0,52.9100529100529,1599.59883285872,"NDUFB9;COX7B;NDUFA4;COX6A1;COX6C;COX7C;ATP5G1;COX6B1;ATP5J2"
"BioPlanet_2019.6","Tricarboxylic acid (TCA) cycle and respiratory electron transport","9/117",2.22550105176109e-12,5.60084431359875e-10,0,0,36.6300366300366,982.821942632215,"NDUFB9;COX7B;NDUFA4;COX6A1;COX6C;COX7C;ATP5G1;COX6B1;ATP5J2"
"Reactome_2016.1","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins._Homo sapiens_R-HSA-163200","9/109",1.1626217969357e-12,1.77881134931161e-09,0,0,39.3184796854522,1080.48532731506,"NDUFB9;COX7B;NDUFA4;COX6A1;COX6C;COX7C;ATP5G1;COX6B1;ATP5J2"
"Reactome_2016.2","The citric acid (TCA) cycle and respiratory electron transport_Homo sapiens_R-HSA-1428517","9/153",2.544042099145e-11,1.94619220584592e-08,0,0,28.0112044817927,683.324420985644,"NDUFB9;COX7B;NDUFA4;COX6A1;COX6C;COX7C;ATP5G1;COX6B1;ATP5J2"
"Reactome_2016.3","Respiratory electron transport_Homo sapiens_R-HSA-611105","7/88",5.96057536975144e-10,3.03989343857323e-07,0,0,37.8787878787879,804.571360415676,"NDUFB9;COX7B;NDUFA4;COX6A1;COX6C;COX7C;COX6B1"
