CBX2	UGR	1.9952164847508436
UGR	CBX2	1.9952164847508436
WT1mKTS	GATA4	1.9492986337604594
GATA4	WT1mKTS	1.9492986337604594
WT1pKTS	FOXL2	1.938003670537833
FOXL2	WT1pKTS	1.938003670537833
DMRT1	DKK1	1.9335954353802431
DKK1	DMRT1	1.9335954353802431
RSPO1	CTNNB1	1.9089949324213975
CTNNB1	RSPO1	1.9089949324213975
WNT4	NR0B1	1.8882192265257016
NR0B1	WNT4	1.8882192265257016
RSPO1	WNT4	1.8789677568287493
WNT4	RSPO1	1.8789677568287493
SRY	DKK1	1.8756022883845733
DKK1	SRY	1.8756022883845733
RSPO1	NR5A1	1.872434523185943
NR5A1	RSPO1	1.872434523185943
DMRT1	SRY	1.8693121885948731
SRY	DMRT1	1.8693121885948731
NR5A1	FOXL2	1.8513455612076217
FOXL2	NR5A1	1.8513455612076217
CTNNB1	FOXL2	1.8449245499700708
FOXL2	CTNNB1	1.8449245499700708
NR5A1	WT1pKTS	1.8385827639172678
WT1pKTS	NR5A1	1.8385827639172678
DHH	PGD2	1.8239274751719488
PGD2	DHH	1.8239274751719488
DHH	AMH	1.822920450830007
AMH	DHH	1.822920450830007
FGF9	DHH	1.8228760925447869
DHH	FGF9	1.8228760925447869
PGD2	AMH	1.8198310657191112
AMH	PGD2	1.8198310657191112
FGF9	PGD2	1.815293685283189
PGD2	FGF9	1.815293685283189
FGF9	AMH	1.811408424159763
AMH	FGF9	1.811408424159763
CTNNB1	WNT4	1.8084377503043674
WNT4	CTNNB1	1.8084377503043674
RSPO1	NR0B1	1.7865465745816547
NR0B1	RSPO1	1.7865465745816547
RSPO1	FOXL2	1.7825687112080844
FOXL2	RSPO1	1.7825687112080844
DKK1	SOX9	1.7531533905500192
SOX9	DKK1	1.7531533905500192
UGR	GATA4	1.7419339340945328
GATA4	UGR	1.7419339340945328
CTNNB1	WT1pKTS	1.7376485886109714
WT1pKTS	CTNNB1	1.7376485886109714
CTNNB1	NR5A1	1.7306188341832223
NR5A1	CTNNB1	1.7306188341832223
WT1mKTS	WT1pKTS	1.7285506189635127
WT1pKTS	WT1mKTS	1.7285506189635127
DMRT1	SOX9	1.7196494989088387
SOX9	DMRT1	1.7196494989088387
PGD2	SOX9	1.7126836088678898
SOX9	PGD2	1.7126836088678898
DHH	SOX9	1.7110960126211214
SOX9	DHH	1.7110960126211214
FGF9	SOX9	1.7081796634122794
SOX9	FGF9	1.7081796634122794
WT1mKTS	UGR	1.698135649154993
UGR	WT1mKTS	1.698135649154993
AMH	SOX9	1.6938752794848686
SOX9	AMH	1.6938752794848686
SRY	WT1pKTS	1.6907037359719719
WT1pKTS	SRY	1.6907037359719719
WT1mKTS	CBX2	1.659126919672449
CBX2	WT1mKTS	1.659126919672449
RSPO1	WT1pKTS	1.6302552556776773
WT1pKTS	RSPO1	1.6302552556776773
SRY	SOX9	1.5901424055907731
SOX9	SRY	1.5901424055907731
CTNNB1	NR0B1	1.5845593513264364
NR0B1	CTNNB1	1.5845593513264364
NR0B1	NR5A1	1.5830526004089274
NR5A1	NR0B1	1.5830526004089274
CBX2	GATA4	1.5500482533855355
GATA4	CBX2	1.5500482533855355
WT1pKTS	GATA4	1.5211502339404297
GATA4	WT1pKTS	1.5211502339404297
SRY	FOXL2	1.520326567820241
FOXL2	SRY	1.520326567820241
WNT4	FOXL2	1.4937821024595888
FOXL2	WNT4	1.4937821024595888
DMRT1	FGF9	1.4877271284054907
FGF9	DMRT1	1.4877271284054907
PGD2	DKK1	1.4870787906129905
DKK1	PGD2	1.4870787906129905
DHH	DKK1	1.4836386421082712
DKK1	DHH	1.4836386421082712
FGF9	DKK1	1.4754228890084535
DKK1	FGF9	1.4754228890084535
DMRT1	DHH	1.4674784910314949
DHH	DMRT1	1.4674784910314949
DMRT1	PGD2	1.4633442973790003
PGD2	DMRT1	1.4633442973790003
DMRT1	AMH	1.4611886753472643
AMH	DMRT1	1.4611886753472643
DKK1	AMH	1.459414006021645
AMH	DKK1	1.459414006021645
AMH	NR0B1	1.4107281910786846
NR0B1	AMH	1.4107281910786846
PGD2	NR0B1	1.4070371695271877
NR0B1	PGD2	1.4070371695271877
CTNNB1	SRY	1.3918065369894705
SRY	CTNNB1	1.3918065369894705
CTNNB1	DKK1	1.3734604534366257
DKK1	CTNNB1	1.3734604534366257
FGF9	NR0B1	1.3729532174497059
NR0B1	FGF9	1.3729532174497059
DMRT1	CTNNB1	1.3579193178900748
CTNNB1	DMRT1	1.3579193178900748
DHH	NR0B1	1.3145946451609456
NR0B1	DHH	1.3145946451609456
NR0B1	UGR	1.3069457350329858
UGR	NR0B1	1.3069457350329858
WNT4	SOX9	1.2603269431626836
SOX9	WNT4	1.2603269431626836
PGD2	SRY	1.2444808655658388
SRY	PGD2	1.2444808655658388
FGF9	SRY	1.2415269422599358
SRY	FGF9	1.2415269422599358
NR0B1	FOXL2	1.233670414473644
FOXL2	NR0B1	1.233670414473644
WNT4	NR5A1	1.2330428495188241
NR5A1	WNT4	1.2330428495188241
NR5A1	GATA4	1.231375076753363
GATA4	NR5A1	1.231375076753363
SRY	AMH	1.2295132083990779
AMH	SRY	1.2295132083990779
